dbn,school_name,num of sat test takers,sat critical reading avg. score,sat math avg. score,sat writing avg. score,avg_sat_score,ap test takers,total exams taken,number of exams with scores 3 4 or 5,exams_per_student,high_score_percent,avg_class_size,frl_percent,total_enrollment,ell_percent,sped_percent,selfcontained_num,asian_per,black_per,hispanic_per,white_per,male_per,female_per,total cohort,grads_percent,dropout_percent,boro,lat,long,d75,studentssurveyed,schooltype,rr_s,rr_t,rr_p,nr_s,nr_t,nr_p,saf_p_11,com_p_11,eng_p_11,aca_p_11,saf_t_11,com_t_11,eng_t_11,aca_t_11,saf_s_11,com_s_11,eng_s_11,aca_s_11,saf_tot_11,com_tot_11,eng_tot_11,aca_tot_11
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,29,355,404,363,1122,2.5,NA,NA,NA,NA,23,88.6,422,22.3,24.9,35,14,29.1,53.8,1.7,61.4,38.6,78,55.1,14.1,Manhattan,40.7137639470004,-73.98526003999967,0,Yes,Middle / High School,89,70,39,425,37,389,7.8,7.7,7.4,7.6,6.3,5.3,6.1,6.5,6,5.6,6.1,6.7,6.7,6.2,6.6,7
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,91,383,423,366,1172,39,49,10,1.2564102564102564,20.408163265306122,22,71.8,394,21.1,21.8,10,29.2,22.6,45.9,2.3,57.4,42.6,124,42.7,16.1,Manhattan,40.712331851,-73.98479662499966,0,Yes,High School,84,95,10,459,39,445,7.9,7.4,7.2,7.3,6.6,5.8,6.6,7.3,6,5.7,6.3,7,6.8,6.3,6.7,7.2
01M450,EAST SIDE COMMUNITY SCHOOL,70,377,402,370,1149,19,21,NA,1.105263157894737,NA,21,71.8,598,5,26.4,19,9.7,23.9,55.4,10.4,54.7,45.3,90,77.8,5.6,Manhattan,40.72978268700046,-73.98304144099967,0,Yes,Middle / High School,0,98,28,566,43,534,8.7,8.2,8.1,8.4,7.3,8,8,8.8,NA,NA,NA,NA,7.9,7.9,7.9,8.4
01M458,FORSYTH SATELLITE ACADEMY,7,414,401,359,1174,2.5,NA,NA,NA,NA,23,72.8,224,4,8.9,0,2.2,34.4,59.4,3.6,43.3,56.7,NA,NA,NA,NA,NA,NA,0,Yes,High School,40,100,23,167,10,164,8.1,7,6.7,7.6,8.5,8.2,8.9,8.9,6.8,6.1,6.1,6.8,7.8,7.1,7.2,7.8
01M509,MARTA VALLE HIGH SCHOOL,44,390,433,384,1207,2.5,NA,NA,NA,NA,24,80.7,367,11.2,25.9,36,9.3,31.6,56.9,1.6,46.3,53.7,84,56,6,Manhattan,40.72056907900048,-73.98567269099965,0,Yes,High School,90,100,21,339,28,325,7.7,7.4,7.2,7.3,6.4,5.3,6.1,6.8,6.4,5.9,6.4,7,6.9,6.2,6.6,7
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,112,332,557,316,1205,24,26,24,1.0833333333333333,92.3076923076923,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,54.4,18.1,NA,NA,NA,0,Yes,High School,95,100,86,477,36,450,8.3,7.2,7.4,7.5,9.1,7.3,8.7,9.1,8,6.3,7,7.3,8.5,7,7.7,8
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",159,522,574,525,1621,255,377,191,1.4784313725490197,50.663129973474796,26,23,1613,0.2,2.7,0,27.8,11.7,14.2,44.9,49.2,50.8,46,100,0,Manhattan,40.71872545100046,-73.97942638599966,0,Yes,Elementary / Middle / High School,98,68,51,945,98,1446,8.5,7.9,7.9,8.4,7.6,5.6,5.9,7.3,7.3,6.4,7,7.7,7.8,6.7,6.9,7.8
01M650,CASCADES HIGH SCHOOL,18,417,418,411,1246,2.5,NA,NA,NA,NA,22,69.8,218,3.2,6.9,0,0.5,45.4,49.5,4.1,39.9,60.1,89,55.1,6.7,NA,NA,NA,0,Yes,High School,75,86,19,166,14,158,9,8.4,8.1,8.6,7.6,7.5,8.3,8.7,8.1,6.9,7.9,8.4,8.3,7.6,8.1,8.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,130,624,604,628,1856,2.5,NA,NA,NA,NA,21,18,617,0.2,0.8,0,15.1,15.1,18.2,49.8,31.3,68.7,139,96.4,0.7,Manhattan,40.71896161700044,-73.97606602099967,0,Yes,High School,98,81,50,571,37,561,8.8,8.2,8.3,9.1,8.2,7.4,7.5,8.3,8.3,7.3,8,8.9,8.5,7.6,8,8.7
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,16,395,400,387,1182,2.5,NA,NA,NA,NA,16,66.9,174,8,32.2,10,1.7,32.2,59.2,6.3,42.5,57.5,25,76,4,Manhattan,40.73859908700046,-73.98251191099968,0,Yes,High School,72,76,30,152,21,145,8.9,7.7,7.9,8.1,8.1,6.1,7.7,7.2,7.3,6.3,7,7.5,8.1,6.7,7.5,7.6
02M288,FOOD AND FINANCE HIGH SCHOOL,62,409,393,392,1194,2.5,NA,NA,NA,NA,23,68.4,433,2.1,18.5,4,3,44.1,47.6,4.8,45,55,102,89.2,2.9,Manhattan,40.7650267080004,-73.99251657799965,0,Yes,High School,86,100,57,407,31,405,7.6,7,6.9,7.6,7.3,7.1,7.8,7.7,6.2,5.7,6.1,7.2,7,6.6,6.9,7.5
02M294,ESSEX STREET ACADEMY,53,394,384,378,1156,2.5,NA,NA,NA,NA,15,60.8,343,3.8,20.4,2,4.1,27.7,60.6,7.6,53.4,46.6,89,71.9,10.1,Manhattan,40.7168672240004,-73.98953194299963,0,Yes,High School,48,56,9,314,27,306,8.7,8.1,7.9,8.3,8,7.7,7.9,8.9,7.4,6.5,7.3,7.6,7.9,7.3,7.7,8.2
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,374,375,362,1111,2.5,NA,NA,NA,NA,23,72.4,419,9.5,14.8,17,5.3,26.5,66.1,2.1,32.2,67.8,75,77.3,6.7,Manhattan,40.7650267080004,-73.99251657799965,0,Yes,High School,61,96,56,385,28,365,8,7.3,7.1,7.5,8.6,8.1,8.7,8.9,7.1,6.5,7,7.4,7.9,7.3,7.6,8
02M298,PACE HIGH SCHOOL,85,423,438,432,1293,21,21,NA,1,NA,21,56.7,414,2.2,13.8,3,10.1,32.4,42,3.9,43.7,56.3,92,84.8,4.3,Manhattan,40.71641239300049,-73.99267584399968,0,Yes,High School,96,100,46,407,29,401,7.5,7.1,6.9,7.5,6.6,6.3,6.8,7.1,6.6,6.2,6.7,7.5,6.9,6.6,6.8,7.4
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,404,449,416,1269,99,117,10,1.1818181818181819,8.547008547008547,23,75.3,431,10.9,20,12,6,29.2,59.2,4.9,74.9,25.1,80,61.3,8.800000000000002,Manhattan,40.7650267080004,-73.99251657799965,0,Yes,High School,92,85,34,381,27,366,8.6,7.9,7.7,8.1,7.3,6,6.9,7.5,6.5,5.7,6.1,7.2,7.5,6.5,6.9,7.6
02M303,"FACING HISTORY SCHOOL, THE",76,353,358,340,1051,42,44,NA,1.0476190476190477,NA,22,75.6,451,20.8,21.7,9,0.7,23.5,73.2,2.4,50.6,49.4,71,47.9,19.7,Manhattan,40.7650267080004,-73.99251657799965,0,Yes,High School,83,100,53,386,36,377,8.2,7.8,7.6,8,7.4,7.4,7.7,7.9,7,6.6,6.8,7.4,7.5,7.3,7.3,7.8
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,375,388,385,1148,25,37,15,1.48,40.54054054054054,21,68.3,312,6.1,17,5,3.8,41.7,50.6,3.5,43.9,56.1,61,75.4,16.4,Manhattan,40.7168672240004,-73.98953194299963,0,Yes,High School,82,79,4,273,19,268,7.5,7.4,7.3,7.7,5.4,4.3,5.8,6,6,6,6,7.2,6.1,5.6,6.2,6.8
02M308,LOWER MANHATTAN ARTS ACADEMY,40,403,392,405,1200,2.5,NA,NA,NA,NA,23,62.2,336,3.9,24.7,3,9.5,30.7,55.7,3.6,39.9,60.1,68,67.6,8.800000000000002,Manhattan,40.7168672240004,-73.98953194299963,0,Yes,High School,78,54,15,307,24,299,7.8,7.4,7.3,7.4,7.4,7.5,7.7,8,6.6,5.8,6.7,7.3,7.3,6.9,7.2,7.6
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",69,408,390,390,1188,2.5,NA,NA,NA,NA,22,51,248,4.8,12.9,1,4,34.3,54.4,6.5,52.4,47.6,79,51.9,15.2,NA,NA,NA,0,Yes,High School,70,100,27,210,18,203,8.5,8,7.8,7.9,7.5,7.5,7.9,8.3,7.6,7.4,7.4,8.2,7.9,7.6,7.7,8.1
02M316,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",42,373,370,384,1127,2.5,NA,NA,NA,NA,26,74.9,378,2.6,15.6,2,3.4,46.8,48.4,1.3,0,100,72,73.6,5.6,Manhattan,40.7052349390004,-74.01331503999967,0,Yes,High School,86,95,61,341,22,335,8.4,7.6,7.5,7.9,7,6.2,6.5,7.4,6.8,6.4,6.7,7.6,7.4,6.7,6.9,7.6
02M374,GRAMERCY ARTS HIGH SCHOOL,60,391,391,394,1176,2.5,NA,NA,NA,NA,27,59,495,3,12.3,0,2.8,45.3,45.1,6.7,26.3,73.7,93,73.1,7.5,Manhattan,40.7355194630004,-73.98760424899967,0,Yes,High School,96,97,59,448,34,450,8.2,7.6,7.7,8.1,6.4,5.5,6.7,6.7,6.1,6,6.3,7.2,6.9,6.4,6.9,7.4
02M376,NYC ISCHOOL,92,473,483,479,1435,2.5,NA,NA,NA,NA,37,34.6,433,0.5,10.9,1,11.5,20.6,43,24,48.7,51.3,NA,NA,NA,Manhattan,40.7243528740004,-74.00475929199968,0,Yes,High School,89,95,37,312,19,308,8.6,8.3,7.8,8,7.7,6.5,6.8,7.4,7.8,7,7.6,8.1,8,7.3,7.4,7.9
02M392,MANHATTAN BUSINESS ACADEMY,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,25,64,332,9.9,13.9,2,6.6,29.5,58.7,4.8,59,41,NA,NA,NA,Manhattan,40.7428881010004,-74.00212738099964,0,Yes,High School,83,94,40,206,18,205,8.3,8,7.6,8.2,7.4,7.5,7.5,8.2,6.9,6.4,6.8,7.5,7.5,7.3,7.3,8
02M393,BUSINESS OF SPORTS SCHOOL,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,22,58.7,304,7.6,21.4,4,1.6,35.5,57.2,4.3,72.4,27.6,NA,NA,NA,Manhattan,40.76336173200047,-73.99050909099964,0,Yes,High School,92,100,39,210,18,203,8.1,7.6,7.5,7.9,6.2,5.8,6.6,7,6.2,6.1,6.3,7,6.8,6.5,6.8,7.3
02M394,EMMA LAZARUS HIGH SCHOOL,79,319,512,357,1188,2.5,NA,NA,NA,NA,25,97,250,82.8,0,NA,62.4,7.2,26.4,4,51.2,48.8,10,NA,NA,NA,NA,NA,0,Yes,High School,93,93,67,244,14,221,8.9,7.8,7.6,8,8.2,6,7.2,7.8,8.2,7.1,7.3,8,8.4,7,7.4,7.9
02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,18,80.8,244,28.3,16.8,15,44.3,15.6,32.8,5.3,48,52,NA,NA,NA,Manhattan,40.7355194630004,-73.98760424899967,0,Yes,High School,84,50,36,147,14,144,8.1,7.3,7.1,7.3,6.3,3.2,4.1,5,6.6,5.7,6.3,6.9,7,5.4,5.8,6.4
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,263,465,493,461,1419,213,298,152,1.3990610328638498,51.006711409395976,31,56.4,1394,7.1,14.4,47,16.7,14.8,57.2,11.1,50.4,49.6,352,74.4,6.3,Manhattan,40.7677624390004,-73.98751121399965,0,Yes,High School,81,97,24,1383,71,1351,8.3,7.6,7.6,7.7,7.3,6.4,7.1,7.4,7.1,6.2,7,7.8,7.6,6.7,7.2,7.6
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,54,492,465,467,1424,2.5,NA,NA,NA,NA,NA,17.9,489,0.4,8.8,2,6.3,10.2,17.6,54.6,55.2,44.8,55,76.4,3.6,Manhattan,40.7324853780004,-73.98305338799963,0,Yes,Middle / High School,95,93,45,487,27,450,8.3,8.2,8.2,8.5,8.1,8.1,8.8,9,7.5,7.8,7.9,8.3,8,8,8.3,8.6
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,94,509,490,523,1522,20,20,15,1,75,29,23.5,502,2,3.2,0,7,19.1,23.7,41.8,25.3,74.7,80,92.5,0,Manhattan,40.76143269900046,-73.98802369799967,0,Yes,Middle / High School,86,100,31,477,23,456,8.1,7,7.1,7.1,7.8,7.6,8.4,7.9,7.1,5.9,6.5,7.2,7.7,6.9,7.3,7.4
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,104,496,563,518,1577,78,115,88,1.4743589743589745,76.52173913043478,27,54.6,432,1.6,2.3,0,60.6,5.8,14.6,18.8,44,56,105,98.1,0,Manhattan,40.7440472480004,-73.99147929899965,0,Yes,High School,85,71,35,438,24,420,8.4,7.1,7.1,7.6,8,5.1,6,7.6,7.8,7,7,7.8,8.1,6.4,6.7,7.6
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,114,537,590,550,1677,114,140,97,1.2280701754385965,69.28571428571428,33,21.6,579,1.6,15,0,29.4,8.5,14,45.9,47,53,124,91.1,1.6,Manhattan,40.7421007130004,-74.00207379699964,0,Yes,High School,93,100,45,520,34,504,8.4,8.2,7.9,8.1,7.8,7.7,7.5,8.3,7.5,6.9,7,7.7,7.9,7.6,7.5,8
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,66,517,533,515,1565,11,11,NA,1,NA,NA,31,673,2.1,14.6,0,16,12.3,26,38,50.8,49.2,95,64.2,2.1,Manhattan,40.7389488860004,-73.98540517199967,0,Yes,Middle / High School,83,40,31,650,47,620,8.4,7.7,8,8.3,7.5,6.3,7.5,8.1,7.1,6.8,6.9,7.7,7.6,7,7.5,8
02M414,N.Y.C. MUSEUM SCHOOL,103,468,492,459,1419,2.5,NA,NA,NA,NA,28,51.6,436,0.5,9.4,0,33,11.7,39.9,15.4,42.4,57.6,106,94.3,1.9,Manhattan,40.7421007130004,-74.00207379699964,0,Yes,High School,99,97,67,431,29,419,8,6.7,6.8,7,6.8,4.7,4.9,5.7,7.1,6.1,6.7,7.4,7.3,5.8,6.1,6.7
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,127,572,594,592,1758,155,235,169,1.5161290322580645,71.91489361702128,27,15.8,507,0.2,1.2,0,17.2,5.5,11.6,63.7,32.5,67.5,127,100,0,Manhattan,40.7701164710004,-73.95337910099965,0,Yes,High School,85,75,37,497,32,474,9,8,8,8.5,8.2,7.1,7.9,8.6,8.1,7,7.4,8.2,8.5,7.4,7.8,8.4
02M418,MILLENNIUM HIGH SCHOOL,144,528,553,533,1614,86,95,67,1.1046511627906976,70.52631578947368,29,32.7,626,0.2,9.1,0,30,8.8,21.7,35.9,38.2,61.8,150,96.7,0,Manhattan,40.70492036600046,-74.01151402299968,0,Yes,High School,95,98,42,630,42,616,8.7,7.6,7.7,8,8.6,6.6,7.4,8.3,7.5,6.9,6.8,7.9,8.3,7,7.3,8.1
02M419,LANDMARK HIGH SCHOOL,62,390,399,381,1170,2.5,NA,NA,NA,NA,23,83.1,421,15.7,18.8,7,5.2,18.1,74.8,1.9,48.5,51.5,94,61.7,13.8,Manhattan,40.7428881010004,-74.00212738099964,0,Yes,High School,79,100,40,417,28,404,8,6.9,6.7,7.3,7.2,5.4,7.1,7,6.7,6.2,6.2,7,7.3,6.2,6.7,7.1
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,336,429,449,428,1306,204,248,75,1.2156862745098038,30.241935483870968,32,68,1768,4,10.9,12,20.5,24.4,49.7,5.3,29.4,70.6,341,82.1,0.6,Manhattan,40.7324853780004,-73.98305338799963,0,Yes,High School,93,93,54,1643,87,1622,7.6,7,7,7.3,7.7,7.2,7.6,7.9,6.5,5.5,6.1,7.1,7.3,6.6,6.9,7.4
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,84,416,426,391,1233,70,84,32,1.2,38.095238095238095,28,74.2,607,5.4,18.6,45,8.1,30.5,54.2,6.6,46.1,53.9,144,54.2,16,Manhattan,40.7091465390004,-74.01207662699966,0,Yes,High School,63,72,7,601,43,587,7.7,7.1,7,7,6.8,6.6,6.7,7.3,6.1,5.4,6.1,6.9,6.7,6.2,6.5,7.1
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,23,97.5,175,86.9,6.9,2,6.3,8,84.6,1.1,54.9,45.1,NA,NA,NA,Manhattan,40.74610637500046,-73.98100966699963,0,Yes,High School,95,100,39,86,8,82,9,8.6,8.1,8.3,9,9,9.7,9.6,7.7,6,7.3,7.6,8.6,7.8,8.4,8.5
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,29,356,357,349,1062,22,26,NA,1.1818181818181819,NA,20,93.9,294,8.2,22.4,20,1.4,45.2,51.4,1.7,49,51,73,47.9,6.8,NA,NA,NA,0,Yes,High School,77,84,37,317,31,302,7.5,7.3,7.1,7,7,6.5,6.9,7.2,6.1,5.8,6,7,6.9,6.5,6.7,7.1
02M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,28,61.5,226,8.8,16.4,10,5.8,23.5,62.4,6.6,60.6,39.4,NA,NA,NA,Manhattan,40.7428881010004,-74.00212738099964,0,Yes,High School,94,100,73,109,10,109,8.7,7.6,7.4,7.7,8.7,8.9,9.4,9.4,7,7,6.9,7.5,8.1,7.8,7.9,8.2
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,24,82.8,176,94.9,0.6,0,40.3,12.5,43.2,3.4,61.4,38.6,NA,NA,NA,Manhattan,40.7355194630004,-73.98760424899967,0,Yes,High School,86,100,30,95,7,93,8.8,7.6,7.4,8.1,8.1,7.9,8.1,8.3,7.5,6.8,7.3,7.3,8.1,7.4,7.6,7.9
02M439,MANHATTAN VILLAGE ACADEMY,95,441,473,458,1372,42,69,29,1.6428571428571428,42.028985507246375,21,60.3,429,3.7,8.2,2,6.3,16.8,71.8,4.9,38.5,61.5,110,98.2,0,Manhattan,40.741494699,-73.99144505299967,0,Yes,High School,99,96,41,431,28,411,9.5,8.9,8.3,9,8.7,7.3,7.3,8.6,7.6,6.4,6.9,7.9,8.6,7.5,7.5,8.5
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,59,378,365,368,1111,6,6,NA,1,NA,26,75.5,208,26,13.5,9,6.3,27.9,62.5,2.4,63.9,36.1,365,38.1,18.6,NA,NA,NA,0,Yes,High School,54,53,13,426,34,420,7.5,6.8,6.4,6.9,6.3,7.4,7.3,7.6,5.9,5.1,5.7,6.1,6.6,6.4,6.5,6.9
02M449,VANGUARD HIGH SCHOOL,72,395,416,388,1199,2.5,NA,NA,NA,NA,19,69.5,444,6.1,17.3,7,9.9,25.7,59,4.5,46.2,53.8,89,44.9,3.4,Manhattan,40.76544540200046,-73.96021378599966,0,Yes,High School,82,94,32,404,32,396,8.4,7.9,7.5,7.9,7.8,7.9,8.4,8.4,7,6.4,6.7,7.5,7.7,7.4,7.6,7.9
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,49,376,460,391,1227,12,12,6,1,50,20,80.7,325,77.5,0.3,0,33.5,14.8,36.9,14.5,44.3,55.7,69,55.1,7.2,Manhattan,40.76544540200046,-73.96021378599966,0,Yes,High School,93,100,56,316,22,295,8.8,7.8,7.4,7.9,7.7,6.5,7.4,7.7,7.8,6.8,6.9,7.6,8.1,7,7.3,7.7
02M460,WASHINGTON IRVING HIGH SCHOOL,151,373,387,360,1120,69,83,21,1.2028985507246377,25.301204819277107,24,66,1032,18.6,17.2,80,4.8,34.3,58.2,2.3,47.5,52.5,443,51.9,26.6,NA,NA,NA,0,Yes,High School,76,90,33,1158,90,1142,7.8,8,7.9,8,6.6,6.4,7.1,7.4,6,5.7,6.1,6.9,6.8,6.7,7,7.5
02M475,STUYVESANT HIGH SCHOOL,832,679,735,682,2096,1510,2819,2648,1.866887417218543,93.93401915572899,31,30.3,3297,0,0.4,0,72.1,1.2,2.4,23.7,59.3,40.7,787,98.3,0.4,Manhattan,40.7177464150004,-74.01404904299966,0,Yes,High School,93,95,33,3269,169,3176,8.4,7.5,7.7,7.7,7.2,5.6,6.1,7.2,7.5,6.2,7,7.9,7.7,6.4,6.9,7.6
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,167,443,489,442,1374,101,176,78,1.7425742574257426,44.31818181818182,27,60.8,809,6.3,11.9,12,24.8,22.5,43.5,8.8,54.5,45.5,177,76.8,7.3,Manhattan,40.7092196250004,-74.01202591499964,0,Yes,High School,91,98,46,772,45,761,8.1,7.3,7.2,7.5,8.7,8.5,8.7,8.7,6.6,5.7,6,7.1,7.8,7.2,7.3,7.8
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,25,370,349,351,1070,2.5,NA,NA,NA,NA,25,83.5,237,15.6,32.9,14,3.8,35,55.3,2.5,62.4,37.6,53,73.6,11.3,Manhattan,40.74610637500046,-73.98100966699963,0,Yes,High School,86,94,75,216,16,218,8.4,7.8,7.5,7.6,7.5,7,7.3,7.4,7.9,7.4,7.3,7.9,7.9,7.4,7.4,7.6
02M519,TALENT UNLIMITED HIGH SCHOOL,81,469,472,475,1416,30,34,21,1.1333333333333333,61.76470588235294,26,45.5,491,0.2,3.5,0,4.5,36,39.3,19.8,21.4,78.6,136,92.6,0,Manhattan,40.76544540200046,-73.96021378599966,0,Yes,High School,90,74,40,487,27,480,8.2,7.2,7.2,7.4,6.9,5.4,6,6.4,7,6.2,6.8,7.5,7.4,6.3,6.7,7.1
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,264,407,440,393,1240,118,157,76,1.3305084745762712,48.40764331210191,27,72.7,2073,10.2,14.1,108,10.5,39.9,46.6,2.3,49.1,50.9,637,56.4,11.6,Manhattan,40.7106794710004,-74.00080702099967,0,Yes,High School,75,59,9,2228,142,2184,6.5,6.4,6.5,6.6,5.5,5.3,5.9,6.4,5.7,5.3,5.7,6.5,5.8,5.5,5.9,6.5
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,131,414,425,400,1239,80,118,29,1.475,24.576271186440678,26,73,724,9.8,13.7,30,5.1,22.7,69.9,1.8,40.6,59.4,148,64.9,10.1,Manhattan,40.7577573860004,-73.98318779299967,0,Yes,High School,79,81,25,667,47,656,8.4,7.5,7.5,7.6,6.6,5.8,6.2,6.5,7.1,6,6.7,7.4,7.4,6.4,6.8,7.2
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,42,429,404,420,1253,2.5,NA,NA,NA,NA,24,65.3,217,0.5,5.1,0,1.4,47.9,42.4,7.4,21.2,78.8,49,85.7,8.200000000000001,Manhattan,40.755942582,-73.98456770199965,0,Yes,High School,93,91,44,208,11,207,8,6.8,7.1,6.7,5.9,5.3,6,6.2,5.9,5.6,5.7,6.5,6.6,5.9,6.3,6.5
02M542,MANHATTAN BRIDGES HIGH SCHOOL,66,336,378,344,1058,67,102,59,1.5223880597014925,57.84313725490197,23,83.5,541,72.6,1.7,5,0.2,0,99.8,0,51.4,48.6,111,69.4,13.5,Manhattan,40.7650267080004,-73.99251657799965,0,Yes,High School,94,100,83,511,37,478,8.8,8.2,7.6,8.4,7.6,6.6,7.5,8.2,7.2,6.2,6.7,7.5,7.9,7,7.3,8
02M543,NEW DESIGN HIGH SCHOOL,73,391,395,382,1168,2.5,NA,NA,NA,NA,23,66.1,423,5.4,17.5,9,3.8,30.3,62.2,2.6,38.3,61.7,101,67.3,7.9,Manhattan,40.7168672240004,-73.98953194299963,0,Yes,High School,80,72,12,402,32,391,8.4,7.8,7.5,8,7.3,5.6,6.9,7.1,7,6.3,6.8,7.4,7.6,6.6,7.1,7.5
02M544,INDEPENDENCE HIGH SCHOOL,14,389,371,335,1095,2.5,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,17.2,13.1,NA,NA,NA,0,Yes,High School,30,66,18,360,29,324,9.7,9.6,9.1,9.7,6.1,3.8,5,5.8,9.2,9.3,9.5,9.5,8.3,7.6,7.9,8.4
02M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,78,412,581,431,1424,61,96,89,1.5737704918032787,92.70833333333334,22,82.6,353,38.2,2.3,0,89.5,3.4,4,2.3,51.3,48.7,54,92.6,0,Manhattan,40.7168672240004,-73.98953194299963,0,Yes,High School,0,68,49,334,28,324,8.6,7.1,7.1,7.4,7.5,5.6,5.8,6.8,NA,NA,NA,NA,7.9,6.2,6.3,6.9
02M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,26,368,436,352,1156,2.5,NA,NA,NA,NA,19,79.5,397,90.2,2,0,25.7,19.9,42.1,11.8,61,39,97,49.5,19.6,NA,NA,NA,0,Yes,High School,91,72,64,382,36,357,8.6,7.8,7.4,8,7,4.7,5.3,6.5,7.7,6.3,7.1,7.5,7.7,6.3,6.6,7.3
02M551,THE URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,77,405,423,384,1212,7,7,NA,1,NA,24,73.5,430,4.2,17.9,12,2.3,37.4,49.3,10.2,60.9,39.1,77,80.5,18.2,Manhattan,40.69078762900045,-74.01975732599965,0,Yes,High School,71,92,45,389,38,380,8.3,7.6,7.5,8.1,6.4,6.2,6.9,7.3,6.8,6,6.7,7.4,7.2,6.6,7,7.6
02M560,HIGH SCHOOL M560 s CITY AS SCHOOL,56,498,440,477,1415,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,45.1,0.9,NA,NA,NA,0,Yes,High School,41,79,15,487,38,481,8.9,7.9,8,8.1,8.5,8.3,8.6,8.6,8.6,7.2,7.9,8.5,8.6,7.8,8.2,8.4
02M565,URBAN ACADEMY LABORATORY HIGH SCHOOL,30,527,508,512,1547,2.5,NA,NA,NA,NA,NA,32.1,157,1.3,0,NA,5.1,33.8,38.2,20.4,40.8,59.2,46,41.3,2.2,NA,NA,NA,0,Yes,High School,99,100,83,154,16,149,10,9.6,9.4,10,9.3,8.3,9.6,9.5,9.1,8.3,8.7,9.3,9.5,8.7,9.2,9.6
02M570,SATELLITE ACADEMY HIGH SCHOOL,33,350,337,345,1032,2.5,NA,NA,NA,NA,NA,72.8,248,6.5,14.1,2,1.6,35.1,59.7,2.8,38.7,61.3,379,12.7,10.8,NA,NA,NA,0,Yes,High School,54,86,6,184,14,185,8.9,7.8,7.9,8.4,9.3,8.6,9.4,9.1,8.1,7.1,7.8,7.9,8.8,7.8,8.5,8.5
02M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,121,345,517,343,1205,58,100,61,1.7241379310344827,61,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,45.4,16.9,NA,NA,NA,0,Yes,High School,92,88,34,735,41,679,8.9,7.8,7.7,8.1,8.9,7.5,8.5,9,8.7,6.8,8.1,8.3,8.8,7.4,8.1,8.4
